LEVEL;PLACE;TYPE;CHAPTERéCODE;BLOCKéCODE;CODEéW;CODE;CODEéWITHOUTéDOT;TITLE;M1;M2;M3;M4;M
4;T;X;6;G30;G30.8;G30.8;G308;Otra enfermedad de Alzheimer;122;4-021;3-028;2-050;1-060
4;T;X;6;G30;G30.9;G30.9;G309;Enfermedad, no especificada de Alzheimer;122;4-021;3-028;2-050;1-060
3;N;X;6;G30;G31.-;G31;G31;Otras enfermedades degenerativas del sistema nervioso, no clasificados en otra parte;129;4-021;3-028;2-072;1-061
4;T;X;6;G30;G31.0;G31.0;G310;Atrofia cerebral circunscrita;129;4-021;3-028;2-072;1-061
4;T;X;6;G30;G31.1;G31.1;G311;La degeneración senil del cerebro, no clasificados en otra parte;129;4-021;3-028;2-072;1-061
4;T;X;6;G30;G31.2;G31.2;G312;La degeneración del sistema nervioso debido al alcohol;129;4-021;3-028;2-072;1-061
4;T;X;6;G30;G31.8;G31.8;G318;Otras especifican las enfermedades degenerativas del sistema nervioso;129;4-021;3-028;2-072;1-061
4;T;X;6;G30;G31.9;G31.9;G319;Enfermedad degenerativa del sistema nervioso, no especificada;129;4-021;3-028;2-072;1-061
3;N;X;6;G30;G32.-*;G32;G32;Otros trastornos degenerativos del sistema nervioso en enfermedades clasificadas en otra parte;129;4-021;3-028;2-072;1-061
4;T;X;6;G30;G32.0*;G32.0;G320;La degeneración combinada subaguda de la médula espinal en enfermedades clasificadas en otra parte;129;4-021;3-028;2-072;1-061
4;T;X;6;G30;G32.8*;G32.8;G328;Otras enfermedades especificadas trastornos degenerativos del sistema nervioso clasificadas en otra parte;129;4-021;3-028;2-072;1-061
3;T;X;6;G35;G35;G35;G35;La esclerosis múltiple;123;4-021;3-028;2-072;1-061
3;N;X;6;G35;G36.-;G36;G36;Otros desmielinización aguda diseminada;129;4-021;3-028;2-072;1-061
4;T;X;6;G35;G36.0;G36.0;G360;Neuromielitis óptica [Devic];129;4-021;3-028;2-072;1-061
4;T;X;6;G35;G36.1;G36.1;G361;Hemorrágica aguda y subaguda leucoencefalitis [Hurst];129;4-021;3-028;2-072;1-061
4;T;X;6;G35;G36.8;G36.8;G368;Otros especificados desmielinización aguda diseminada;129;4-021;3-028;2-072;1-061
4;T;X;6;G35;G36.9;G36.9;G369;Desmielinización diseminada aguda, no especificada;129;4-021;3-028;2-072;1-061
3;N;X;6;G35;G37.-;G37;G37;Otras enfermedades desmielinizantes del sistema nervioso central;129;4-021;3-028;2-072;1-061
4;T;X;6;G35;G37.0;G37.0;G370;Esclerosis difusa;129;4-021;3-028;2-072;1-061
4;T;X;6;G35;G37.1;G37.1;G371;Desmielinización central del cuerpo calloso;129;4-021;3-028;2-072;1-061
4;T;X;6;G35;G37.2;G37.2;G372;Mielinólisis central pontina;129;4-021;3-028;2-072;1-061
4;T;X;6;G35;G37.3;G37.3;G373;Mielitis transversa aguda en enfermedad desmielinizante del sistema nervioso central;129;4-021;3-028;2-072;1-061
4;T;X;6;G35;G37.4;G37.4;G374;Mielitis necrotizante subaguda;129;4-021;3-028;2-072;1-061
4;T;X;6;G35;G37.5;G37.5;G375;Esclerosis concéntrica [Baló];129;4-021;3-028;2-072;1-061
4;T;X;6;G35;G37.8;G37.8;G378;Otras enfermedades desmielinizantes especificado del sistema nervioso central;129;4-021;3-028;2-072;1-061
4;T;X;6;G35;G37.9;G37.9;G379;Enfermedad desmielinizante del sistema nervioso central, no especificada;129;4-021;3-028;2-072;1-061
3;N;X;6;G40;G40.-;G40;G40;Epilepsia;124;4-021;3-028;2-072;1-061
4;T;X;6;G40;G40.0;G40.0;G400;Relacionados con la localización (focal) (parcial) epilepsia idiopática y síndromes epilépticos con crisis epilépticas de inicio localizado;124;4-021;3-028;2-072;1-061
4;T;X;6;G40;G40.1;G40.1;G401;Relacionados con la localización (focal) (parcial) epilepsia sintomática y síndromes epilépticos con crisis parciales simples;124;4-021;3-028;2-072;1-061
4;T;X;6;G40;G40.2;G40.2;G402;Relacionados con la localización (focal) (parcial) epilepsia sintomática y síndromes epilépticos con crisis parciales complejas;124;4-021;3-028;2-072;1-061
4;T;X;6;G40;G40.3;G40.3;G403;Generalizada idiopática epilepsias y síndromes epilépticos;124;4-021;3-028;2-072;1-061
4;T;X;6;G40;G40.4;G40.4;G404;Epilepsia generalizada y otros síndromes epilépticos;124;4-021;3-028;2-072;1-061
4;T;X;6;G40;G40.5;G40.5;G405;Especial síndromes epilépticos;124;4-021;3-028;2-072;1-061
4;T;X;6;G40;G40.6;G40.6;G406;Crisis de gran mal, no especificados (con o sin petit mal);124;4-021;3-028;2-072;1-061
4;T;X;6;G40;G40.7;G40.7;G407;Petit mal, no especificado, sin convulsiones tónico-clónica generalizada;124;4-021;3-028;2-072;1-061
4;T;X;6;G40;G40.8;G40.8;G408;Otros epilepsia;124;4-021;3-028;2-072;1-061
4;T;X;6;G40;G40.9;G40.9;G409;Epilepsia, no especificado;124;4-021;3-028;2-072;1-061
3;N;X;6;G40;G41.-;G41;G41;Estado de mal epiléptico;124;4-021;3-028;2-072;1-061
4;T;X;6;G40;G41.0;G41.0;G410;Gran mal estado de mal epiléptico;124;4-021;3-028;2-072;1-061
4;T;X;6;G40;G41.1;G41.1;G411;Petit mal estado de mal epiléptico;124;4-021;3-028;2-072;1-061
4;T;X;6;G40;G41.2;G41.2;G412;Epiléptico parcial complejo estado de;124;4-021;3-028;2-072;1-061
4;T;X;6;G40;G41.8;G41.8;G418;Estado de mal epiléptico otros;124;4-021;3-028;2-072;1-061
4;T;X;6;G40;G41.9;G41.9;G419;El estado epiléptico, no especificada;124;4-021;3-028;2-072;1-061
3;N;X;6;G40;G43.-;G43;G43;Migra–a;125;4-021;3-028;2-072;1-061
4;T;X;6;G40;G43.0;G43.0;G430;Migra–a sin aura [migra–a común];125;4-021;3-028;2-072;1-061
4;T;X;6;G40;G43.1;G43.1;G431;La migra–a con aura [migra–a clásica];125;4-021;3-028;2-072;1-061
4;T;X;6;G40;G43.2;G43.2;G432;Migra–oso estado;125;4-021;3-028;2-072;1-061
4;T;X;6;G40;G43.3;G43.3;G433;Migra–a complicada;125;4-021;3-028;2-072;1-061
4;T;X;6;G40;G43.8;G43.8;G438;Otros migra–a;125;4-021;3-028;2-072;1-061
4;T;X;6;G40;G43.9;G43.9;G439;Migra–a, sin especificar;125;4-021;3-028;2-072;1-061
3;N;X;6;G40;G44.-;G44;G44;Otros síndromes de dolor de cabeza;125;4-021;3-028;2-072;1-061
4;T;X;6;G40;G44.0;G44.0;G440;Síndrome de cefalea en racimo;125;4-021;3-028;2-072;1-061
4;T;X;6;G40;G44.1;G44.1;G441;Cefalea vascular, no clasificados en otra parte;125;4-021;3-028;2-072;1-061
4;T;X;6;G40;G44.2;G44.2;G442;La cefalea tensional;125;4-021;3-028;2-072;1-061
4;T;X;6;G40;G44.3;G44.3;G443;Postraumático crónico, dolor de cabeza;125;4-021;3-028;2-072;1-061
4;T;X;6;G40;G44.4;G44.4;G444;Inducida por el fármaco dolor de cabeza no clasificados en otra parte;125;4-021;3-028;2-072;1-061
4;T;X;6;G40;G44.8;G44.8;G448;Otros síndromes de cefalea especificado;125;4-021;3-028;2-072;1-061
3;N;X;6;G40;G45.-;G45;G45;Ataques transitorios de isquemia cerebral y síndromes relacionados;126;4-021;3-028;2-072;1-061
4;T;X;6;G40;G45.0;G45.0;G450;Vertebrobasilar arteria síndrome;126;4-021;3-028;2-072;1-061
4;T;X;6;G40;G45.1;G45.1;G451;El síndrome de la arteria carótida (hemisférico);126;4-021;3-028;2-072;1-061
4;T;X;6;G40;G45.2;G45.2;G452;Síndromes precerebrales múltiple y bilateral de la arteria;126;4-021;3-028;2-072;1-061
4;T;X;6;G40;G45.3;G45.3;G453;La amaurosis fugaz;126;4-021;3-028;2-072;1-061
4;T;X;6;G40;G45.4;G45.4;G454;La amnesia global transitoria;126;4-021;3-028;2-072;1-061
4;T;X;6;G40;G45.8;G45.8;G458;Otros ataques transitorios de isquemia cerebral y síndromes relacionados;126;4-021;3-028;2-072;1-061
4;T;X;6;G40;G45.9;G45.9;G459;Ataque isquémico transitorio cerebral, no especificada;126;4-021;3-028;2-072;1-061
3;N;X;6;G40;G46.-*;G46;G46;Síndromes vasculares del cerebro en las enfermedades cerebrovasculares;129;4-021;3-028;2-072;1-061
4;T;X;6;G40;G46.0*;G46.0;G460;El síndrome de la arteria cerebral media;129;4-021;3-028;2-072;1-061
4;T;X;6;G40;G46.1*;G46.1;G461;El síndrome de la arteria cerebral anterior;129;4-021;3-028;2-072;1-061
4;T;X;6;G40;G46.2*;G46.2;G462;El síndrome de la arteria cerebral posterior;129;4-021;3-028;2-072;1-061
4;T;X;6;G40;G46.3*;G46.3;G463;Tallo cerebral síndrome de derrame cerebral;129;4-021;3-028;2-072;1-061
4;T;X;6;G40;G46.4*;G46.4;G464;El síndrome de ictus cerebeloso;129;4-021;3-028;2-072;1-061
4;T;X;6;G40;G46.5*;G46.5;G465;Puro motor síndrome lacunar;129;4-021;3-028;2-072;1-061
4;T;X;6;G40;G46.6*;G46.6;G466;El síndrome lacunar sensorial puro;129;4-021;3-028;2-072;1-061
4;T;X;6;G40;G46.7*;G46.7;G467;Otros síndromes lacunares;129;4-021;3-028;2-072;1-061
4;T;X;6;G40;G46.8*;G46.8;G468;Otros síndromes vasculares del cerebro en las enfermedades cerebrovasculares;129;4-021;3-028;2-072;1-061
3;N;X;6;G40;G47.-;G47;G47;Los trastornos del sue–o;129;4-021;3-028;2-072;1-061
4;T;X;6;G40;G47.0;G47.0;G470;Trastornos de iniciar y mantener el sue–o [insomnios];129;4-021;3-028;2-072;1-061
4;T;X;6;G40;G47.1;G47.1;G471;Trastornos de somnolencia excesiva [hipersomnias];129;4-021;3-028;2-072;1-061
4;T;X;6;G40;G47.2;G47.2;G472;Trastornos del horario de sue–o-vigilia;129;4-021;3-028;2-072;1-061
4;T;X;6;G40;G47.3;G47.3;G473;La apnea del sue–o;129;4-021;3-028;2-072;1-061
4;T;X;6;G40;G47.4;G47.4;G474;La narcolepsia y cataplejía;129;4-021;3-028;2-072;1-061
4;T;X;6;G40;G47.8;G47.8;G478;Otros trastornos del sue–o;129;4-021;3-028;2-072;1-061
4;T;X;6;G40;G47.9;G47.9;G479;Trastornos del sue–o, no especificado;129;4-021;3-028;2-072;1-061
3;N;X;6;G50;G50.-;G50;G50;Trastornos del nervio trigémino;127;4-021;3-028;2-072;1-061
4;T;X;6;G50;G50.0;G50.0;G500;La neuralgia del trigémino;127;4-021;3-028;2-072;1-061
4;T;X;6;G50;G50.1;G50.1;G501;El dolor facial atípico;127;4-021;3-028;2-072;1-061
4;T;X;6;G50;G50.8;G50.8;G508;Otros trastornos del nervio trigémino;127;4-021;3-028;2-072;1-061
4;T;X;6;G50;G50.9;G50.9;G509;Trastorno del nervio trigémino, no especificado;127;4-021;3-028;2-072;1-061
3;N;X;6;G50;G51.-;G51;G51;Trastornos del nervio facial;127;4-021;3-028;2-072;1-061
4;T;X;6;G50;G51.0;G51.0;G510;La parálisis de Bell;127;4-021;3-028;2-072;1-061
4;T;X;6;G50;G51.1;G51.1;G511;Geniculado ganglionitis;127;4-021;3-028;2-072;1-061
4;T;X;6;G50;G51.2;G51.2;G512;Síndrome de Melkersson de;127;4-021;3-028;2-072;1-061
4;T;X;6;G50;G51.3;G51.3;G513;El espasmo hemifacial clónico;127;4-021;3-028;2-072;1-061
4;T;X;6;G50;G51.4;G51.4;G514;Facial mioquimia;127;4-021;3-028;2-072;1-061
4;T;X;6;G50;G51.8;G51.8;G518;Otros trastornos del nervio facial;127;4-021;3-028;2-072;1-061
4;T;X;6;G50;G51.9;G51.9;G519;Trastorno del nervio facial, no especificado;127;4-021;3-028;2-072;1-061
3;N;X;6;G50;G52.-;G52;G52;Trastornos de otros nervios craneales;127;4-021;3-028;2-072;1-061
4;T;X;6;G50;G52.0;G52.0;G520;Trastornos del nervio olfatorio;127;4-021;3-028;2-072;1-061
4;T;X;6;G50;G52.1;G52.1;G521;Trastornos del nervio glosofaríngeo;127;4-021;3-028;2-072;1-061
4;T;X;6;G50;G52.2;G52.2;G522;Trastornos del nervio vago;127;4-021;3-028;2-072;1-061
4;T;X;6;G50;G52.3;G52.3;G523;Trastornos del nervio hipogloso;127;4-021;3-028;2-072;1-061
4;T;X;6;G50;G52.7;G52.7;G527;Trastornos de múltiples nervios craneales;127;4-021;3-028;2-072;1-061
4;T;X;6;G50;G52.8;G52.8;G528;Trastornos de otros nervios craneales especificados;127;4-021;3-028;2-072;1-061
4;T;X;6;G50;G52.9;G52.9;G529;Trastorno de los nervios craneales, no especificado;127;4-021;3-028;2-072;1-061
3;N;X;6;G50;G53.-*;G53;G53;Trastornos de los nervios craneales en enfermedades clasificadas en otra parte;127;4-021;3-028;2-072;1-061
4;T;X;6;G50;G53.0*;G53.0;G530;Postzoster neuralgia;127;4-021;3-028;2-072;1-061
4;T;X;6;G50;G53.1*;G53.1;G531;Múltiples parálisis de los nervios craneales en enfermedades infecciosas y parasitarias clasificadas en otra parte;127;4-021;3-028;2-072;1-061
4;T;X;6;G50;G53.2*;G53.2;G532;Múltiples parálisis de nervios craneales en la sarcoidosis;127;4-021;3-028;2-072;1-061
4;T;X;6;G50;G53.3*;G53.3;G533;Múltiples parálisis de nervios craneales en la enfermedad neoplásica;127;4-021;3-028;2-072;1-061
4;T;X;6;G50;G53.8*;G53.8;G538;Otros trastornos de los nervios craneales en otras enfermedades clasificadas en otra parte;127;4-021;3-028;2-072;1-061
3;N;X;6;G50;G54.-;G54;G54;De la raíz nerviosa y los trastornos del plexo;127;4-021;3-028;2-072;1-061
4;T;X;6;G50;G54.0;G54.0;G540;Trastornos del plexo braquial;127;4-021;3-028;2-072;1-061
4;T;X;6;G50;G54.1;G54.1;G541;Lumbosacra trastornos del plexo;127;4-021;3-028;2-072;1-061
4;T;X;6;G50;G54.2;G54.2;G542;Trastornos cervicales raíz, no clasificados en otra parte;127;4-021;3-028;2-072;1-061
4;T;X;6;G50;G54.3;G54.3;G543;Torácicos raíz, no clasificados en otra parte;127;4-021;3-028;2-072;1-061
4;T;X;6;G50;G54.4;G54.4;G544;Trastornos de la raíz lumbosacra, no clasificados en otra parte;127;4-021;3-028;2-072;1-061
4;T;X;6;G50;G54.5;G54.5;G545;Amiotrofia neurálgica;127;4-021;3-028;2-072;1-061
4;T;X;6;G50;G54.6;G54.6;G546;El síndrome del miembro fantasma con dolor;127;4-021;3-028;2-072;1-061
4;T;X;6;G50;G54.7;G54.7;G547;El síndrome del miembro fantasma sin dolor;127;4-021;3-028;2-072;1-061
4;T;X;6;G50;G54.8;G54.8;G548;La raíz nerviosa y otros trastornos del plexo;127;4-021;3-028;2-072;1-061
4;T;X;6;G50;G54.9;G54.9;G549;De la raíz nerviosa y el trastorno del plexo, no especificada;127;4-021;3-028;2-072;1-061
3;N;X;6;G50;G55.-*;G55;G55;La raíz del nervio y las compresiones del plexo en enfermedades clasificadas en otra parte;127;4-021;3-028;2-072;1-061
4;T;X;6;G50;G55.0*;G55.0;G550;La raíz del nervio y las compresiones del plexo en la enfermedad neoplásica;127;4-021;3-028;2-072;1-061
4;T;X;6;G50;G55.1*;G55.1;G551;La raíz del nervio y las compresiones del plexo en los trastornos de disco intervertebral;127;4-021;3-028;2-072;1-061
4;T;X;6;G50;G55.2*;G55.2;G552;La raíz del nervio y las compresiones del plexo en la espondilosis;127;4-021;3-028;2-072;1-061
4;T;X;6;G50;G55.3*;G55.3;G553;La raíz del nervio y las compresiones del plexo dorsopathies otros;127;4-021;3-028;2-072;1-061
4;T;X;6;G50;G55.8*;G55.8;G558;La raíz del nervio y las compresiones del plexo en otras enfermedades clasificadas en otra parte;127;4-021;3-028;2-072;1-061
3;N;X;6;G50;G56.-;G56;G56;Mononeuropatías de las extremidades superiores;127;4-021;3-028;2-072;1-061
4;T;X;6;G50;G56.0;G56.0;G560;El síndrome del túnel carpiano;127;4-021;3-028;2-072;1-061
4;T;X;6;G50;G56.1;G56.1;G561;Otras lesiones del nervio mediano;127;4-021;3-028;2-072;1-061
4;T;X;6;G50;G56.2;G56.2;G562;Lesión del nervio cubital;127;4-021;3-028;2-072;1-061
4;T;X;6;G50;G56.3;G56.3;G563;Lesión del nervio radial;127;4-021;3-028;2-072;1-061
4;T;X;6;G50;G56.4;G56.4;G564;Causalgia;127;4-021;3-028;2-072;1-061
4;T;X;6;G50;G56.8;G56.8;G568;Otras mononeuropatías del miembro superior;127;4-021;3-028;2-072;1-061
4;T;X;6;G50;G56.9;G56.9;G569;Mononeuropatía de la extremidad superior, sin especificar;127;4-021;3-028;2-072;1-061
3;N;X;6;G50;G57.-;G57;G57;Mononeuropatías de las extremidades inferiores;127;4-021;3-028;2-072;1-061
4;T;X;6;G50;G57.0;G57.0;G570;Lesión del nervio ciático;127;4-021;3-028;2-072;1-061
4;T;X;6;G50;G57.1;G57.1;G571;Meralgia parestésica;127;4-021;3-028;2-072;1-061
4;T;X;6;G50;G57.2;G57.2;G572;Lesión del nervio femoral;127;4-021;3-028;2-072;1-061
4;T;X;6;G50;G57.3;G57.3;G573;Lesión del nervio poplíteo lateral;127;4-021;3-028;2-072;1-061
4;T;X;6;G50;G57.4;G57.4;G574;Lesión del nervio poplíteo interno;127;4-021;3-028;2-072;1-061
4;T;X;6;G50;G57.5;G57.5;G575;Síndrome del túnel tarsiano;127;4-021;3-028;2-072;1-061
4;T;X;6;G50;G57.6;G57.6;G576;Lesión del nervio plantar;127;4-021;3-028;2-072;1-061
4;T;X;6;G50;G57.8;G57.8;G578;Otras mononeuropatías del miembro inferior;127;4-021;3-028;2-072;1-061
4;T;X;6;G50;G57.9;G57.9;G579;Mononeuropatía de la extremidad inferior, no especificada;127;4-021;3-028;2-072;1-061
3;N;X;6;G50;G58.-;G58;G58;Otras mononeuropatías;127;4-021;3-028;2-072;1-061
4;T;X;6;G50;G58.0;G58.0;G580;Neuropatía intercostal;127;4-021;3-028;2-072;1-061
4;T;X;6;G50;G58.7;G58.7;G587;Mononeuritis múltiple;127;4-021;3-028;2-072;1-061
4;T;X;6;G50;G58.8;G58.8;G588;Otras mononeuropatías especificado;127;4-021;3-028;2-072;1-061
4;T;X;6;G50;G58.9;G58.9;G589;Mononeuropatía, sin especificar;127;4-021;3-028;2-072;1-061
3;N;X;6;G50;G59.-*;G59;G59;Mononeuropatía en enfermedades clasificadas en otra parte;127;4-021;3-028;2-072;1-061
4;T;X;6;G50;G59.0*;G59.0;G590;Mononeuropatía diabética;127;4-021;3-028;2-072;1-061
4;T;X;6;G50;G59.8*;G59.8;G598;Mononeuropatías otras enfermedades clasificadas en otra parte;127;4-021;3-028;2-072;1-061
3;N;X;6;G60;G60.-;G60;G60;Neuropatía hereditaria e idiopática;129;4-021;3-028;2-072;1-061
4;T;X;6;G60;G60.0;G60.0;G600;Neuropatía hereditaria motora y sensorial;129;4-021;3-028;2-072;1-061
4;T;X;6;G60;G60.1;G60.1;G601;Enfermedad de Refsum;129;4-021;3-028;2-072;1-061
4;T;X;6;G60;G60.2;G60.2;G602;Neuropatía en asociación con ataxia hereditaria;129;4-021;3-028;2-072;1-061
4;T;X;6;G60;G60.3;G60.3;G603;Progresiva idiopática neuropatía;129;4-021;3-028;2-072;1-061
4;T;X;6;G60;G60.8;G60.8;G608;Otras neuropatías hereditarias e idiopáticas;129;4-021;3-028;2-072;1-061
4;T;X;6;G60;G60.9;G60.9;G609;Neuropatía hereditaria e idiopática, sin especificar;129;4-021;3-028;2-072;1-061
3;N;X;6;G60;G61.-;G61;G61;Polineuropatía inflamatoria;129;4-021;3-028;2-072;1-061
4;T;X;6;G60;G61.0;G61.0;G610;El síndrome de Guillain-Barré;129;4-021;3-028;2-072;1-061
4;T;X;6;G60;G61.1;G61.1;G611;Suero de la neuropatía;129;4-021;3-028;2-072;1-061
4;T;X;6;G60;G61.8;G61.8;G618;Otras polineuropatías inflamatorias;129;4-021;3-028;2-072;1-061
4;T;X;6;G60;G61.9;G61.9;G619;Polineuropatía inflamatoria, no especificada;129;4-021;3-028;2-072;1-061
3;N;X;6;G60;G62.-;G62;G62;Polineuropatías otros;129;4-021;3-028;2-072;1-061
4;T;X;6;G60;G62.0;G62.0;G620;Polineuropatía inducida por drogas;129;4-021;3-028;2-072;1-061
4;T;X;6;G60;G62.1;G62.1;G621;Polineuropatía alcohólica;129;4-021;3-028;2-072;1-061
4;T;X;6;G60;G62.2;G62.2;G622;Polineuropatía debido a otros agentes tóxicos;129;4-021;3-028;2-072;1-061
4;T;X;6;G60;G62.8;G62.8;G628;Otras polineuropatías especificadas;129;4-021;3-028;2-072;1-061
4;T;X;6;G60;G62.9;G62.9;G629;Polineuropatía, no especificada;129;4-021;3-028;2-072;1-061
3;N;X;6;G60;G63.-*;G63;G63;Polineuropatía en enfermedades clasificadas en otra parte;129;4-021;3-028;2-072;1-061
4;T;X;6;G60;G63.0*;G63.0;G630;Polineuropatía en enfermedades infecciosas y parasitarias clasificadas en otra parte;129;4-021;3-028;2-072;1-061
4;T;X;6;G60;G63.1*;G63.1;G631;Polineuropatía en la enfermedad neoplásica;129;4-021;3-028;2-072;1-061
4;T;X;6;G60;G63.2*;G63.2;G632;Polineuropatía diabética;129;4-021;3-028;2-072;1-061
4;T;X;6;G60;G63.3*;G63.3;G633;Polineuropatía en otras enfermedades endocrinas y metabólicas;129;4-021;3-028;2-072;1-061
4;T;X;6;G60;G63.4*;G63.4;G634;Polineuropatía en la deficiencia nutricional;129;4-021;3-028;2-072;1-061
4;T;X;6;G60;G63.5*;G63.5;G635;Polineuropatía en enfermedades sistémicas del tejido conectivo;129;4-021;3-028;2-072;1-061
4;T;X;6;G60;G63.6*;G63.6;G636;Polineuropatía en otros trastornos musculoesqueléticos;129;4-021;3-028;2-072;1-061
4;T;X;6;G60;G63.8*;G63.8;G638;Polineuropatía en otras enfermedades clasificadas en otra parte;129;4-021;3-028;2-072;1-061
3;T;X;6;G60;G64;G64;G64;Otros trastornos del sistema nervioso periférico;129;4-021;3-028;2-072;1-061
3;N;X;6;G70;G70.-;G70;G70;Miastenia gravis y otros trastornos mioneural;129;4-021;3-028;2-072;1-061
4;T;X;6;G70;G70.0;G70.0;G700;La miastenia gravis;129;4-021;3-028;2-072;1-061
4;T;X;6;G70;G70.1;G70.1;G701;Trastornos tóxicos mioneural;129;4-021;3-028;2-072;1-061
4;T;X;6;G70;G70.2;G70.2;G702;Congénitas y del desarrollo miastenia;129;4-021;3-028;2-072;1-061
4;T;X;6;G70;G70.8;G70.8;G708;Otros trastornos especificados mioneural;129;4-021;3-028;2-072;1-061
4;T;X;6;G70;G70.9;G70.9;G709;Trastorno neuromuscular, no especificado;129;4-021;3-028;2-072;1-061
3;N;X;6;G70;G71.-;G71;G71;Trastornos primarios de los músculos;129;4-021;3-028;2-072;1-061
4;T;X;6;G70;G71.0;G71.0;G710;La distrofia muscular;129;4-021;3-028;2-072;1-061
4;T;X;6;G70;G71.1;G71.1;G711;Trastornos miotónica;129;4-021;3-028;2-072;1-061
4;T;X;6;G70;G71.2;G71.2;G712;Miopatías congénitas;129;4-021;3-028;2-072;1-061
4;T;X;6;G70;G71.3;G71.3;G713;Miopatía mitocondrial, no clasificados en otra parte;129;4-021;3-028;2-072;1-061
4;T;X;6;G70;G71.8;G71.8;G718;Otros trastornos primarios de los músculos;129;4-021;3-028;2-072;1-061
4;T;X;6;G70;G71.9;G71.9;G719;Trastorno primario del músculo, no especificada;129;4-021;3-028;2-072;1-061
3;N;X;6;G70;G72.-;G72;G72;Otras miopatías;129;4-021;3-028;2-072;1-061
4;T;X;6;G70;G72.0;G72.0;G720;Inducido por fármacos miopatía;129;4-021;3-028;2-072;1-061
4;T;X;6;G70;G72.1;G72.1;G721;Miopatía alcohólica;129;4-021;3-028;2-072;1-061
4;T;X;6;G70;G72.2;G72.2;G722;Miopatía debido a otros agentes tóxicos;129;4-021;3-028;2-072;1-061
4;T;X;6;G70;G72.3;G72.3;G723;La parálisis periódica;129;4-021;3-028;2-072;1-061
4;T;X;6;G70;G72.4;G72.4;G724;Miopatía inflamatoria, no clasificados en otra parte;129;4-021;3-028;2-072;1-061
4;T;X;6;G70;G72.8;G72.8;G728;Otras miopatías especificado;129;4-021;3-028;2-072;1-061
4;T;X;6;G70;G72.9;G72.9;G729;Miopatía, sin especificar;129;4-021;3-028;2-072;1-061
3;N;X;6;G70;G73.-*;G73;G73;Trastornos de la unión neuromuscular y músculo en enfermedades clasificadas en otra parte;129;4-021;3-028;2-072;1-061
4;T;X;6;G70;G73.0*;G73.0;G730;Síndromes miasténicos en enfermedades endocrinas;129;4-021;3-028;2-072;1-061
4;T;X;6;G70;G73.1*;G73.1;G731;El síndrome de Eaton-Lambert;129;4-021;3-028;2-072;1-061
4;T;X;6;G70;G73.2*;G73.2;G732;Otros síndromes miasténicos en la enfermedad neoplásica;129;4-021;3-028;2-072;1-061
4;T;X;6;G70;G73.3*;G73.3;G733;Síndromes miasténicos en otras enfermedades clasificadas en otra parte;129;4-021;3-028;2-072;1-061
4;T;X;6;G70;G73.4*;G73.4;G734;Miopatía en enfermedades infecciosas y parasitarias clasificadas en otra parte;129;4-021;3-028;2-072;1-061
