LEVEL;PLACE;TYPE;CHAPTER_CODE;BLOCK_CODE;CODE_W;CODE;CODE_WITHOUT_DOT;TITLE;M1;M2;M3;M4;M
4;T;X;04;E70;E76.9;E76.9;E769;Disorder of glucosaminoglycan metabolism, unspecified;111;4-044;3-025;2-072;1-054
3;N;X;04;E70;E77.-;E77;E77;Disorders of glycoprotein metabolism;111;4-044;3-025;2-072;1-054
4;T;X;04;E70;E77.0;E77.0;E770;Defects in post-translational modification of lysosomal enzymes;111;4-044;3-025;2-072;1-054
4;T;X;04;E70;E77.1;E77.1;E771;Defects in glycoprotein degradation;111;4-044;3-025;2-072;1-054
4;T;X;04;E70;E77.8;E77.8;E778;Other disorders of glycoprotein metabolism;111;4-044;3-025;2-072;1-054
4;T;X;04;E70;E77.9;E77.9;E779;Disorder of glycoprotein metabolism, unspecified;111;4-044;3-025;2-072;1-054
3;N;X;04;E70;E78.-;E78;E78;Disorders of lipoprotein metabolism and other lipidaemias;111;4-044;3-025;2-072;1-054
4;T;X;04;E70;E78.0;E78.0;E780;Pure hypercholesterolaemia;111;4-044;3-025;2-072;1-054
4;T;X;04;E70;E78.1;E78.1;E781;Pure hyperglyceridaemia;111;4-044;3-025;2-072;1-054
4;T;X;04;E70;E78.2;E78.2;E782;Mixed hyperlipidaemia;111;4-044;3-025;2-072;1-054
4;T;X;04;E70;E78.3;E78.3;E783;Hyperchylomicronaemia;111;4-044;3-025;2-072;1-054
4;T;X;04;E70;E78.4;E78.4;E784;Other hyperlipidaemia;111;4-044;3-025;2-072;1-054
4;T;X;04;E70;E78.5;E78.5;E785;Hyperlipidaemia, unspecified;111;4-044;3-025;2-072;1-054
4;T;X;04;E70;E78.6;E78.6;E786;Lipoprotein deficiency;111;4-044;3-025;2-072;1-054
4;T;X;04;E70;E78.8;E78.8;E788;Other disorders of lipoprotein metabolism;111;4-044;3-025;2-072;1-054
4;T;X;04;E70;E78.9;E78.9;E789;Disorder of lipoprotein metabolism, unspecified;111;4-044;3-025;2-072;1-054
3;N;X;04;E70;E79.-;E79;E79;Disorders of purine and pyrimidine metabolism;111;4-044;3-025;2-072;1-054
4;T;X;04;E70;E79.0;E79.0;E790;Hyperuricaemia without signs of inflammatory arthritis and tophaceous disease;111;4-044;3-025;2-072;1-054
4;T;X;04;E70;E79.1;E79.1;E791;Lesch-Nyhan syndrome;111;4-044;3-025;2-072;1-054
4;T;X;04;E70;E79.8;E79.8;E798;Other disorders of purine and pyrimidine metabolism;111;4-044;3-025;2-072;1-054
4;T;X;04;E70;E79.9;E79.9;E799;Disorder of purine and pyrimidine metabolism, unspecified;111;4-044;3-025;2-072;1-054
3;N;X;04;E70;E80.-;E80;E80;Disorders of porphyrin and bilirubin metabolism;111;4-044;3-025;2-072;1-054
4;T;X;04;E70;E80.0;E80.0;E800;Hereditary erythropoietic porphyria;111;4-044;3-025;2-072;1-054
4;T;X;04;E70;E80.1;E80.1;E801;Porphyria cutanea tarda;111;4-044;3-025;2-072;1-054
4;T;X;04;E70;E80.2;E80.2;E802;Other porphyria;111;4-044;3-025;2-072;1-054
4;T;X;04;E70;E80.3;E80.3;E803;Defects of catalase and peroxidase;111;4-044;3-025;2-072;1-054
4;T;X;04;E70;E80.4;E80.4;E804;Gilbert's syndrome;111;4-044;3-025;2-072;1-054
4;T;X;04;E70;E80.5;E80.5;E805;Crigler-Najjar syndrome;111;4-044;3-025;2-072;1-054
4;T;X;04;E70;E80.6;E80.6;E806;Other disorders of bilirubin metabolism;111;4-044;3-025;2-072;1-054
4;T;X;04;E70;E80.7;E80.7;E807;Disorder of bilirubin metabolism, unspecified;111;4-044;3-025;2-072;1-054
3;N;X;04;E70;E83.-;E83;E83;Disorders of mineral metabolism;111;4-044;3-025;2-072;1-054
4;T;X;04;E70;E83.0;E83.0;E830;Disorders of copper metabolism;111;4-044;3-025;2-072;1-054
4;T;X;04;E70;E83.1;E83.1;E831;Disorders of iron metabolism;111;4-044;3-025;2-072;1-054
4;T;X;04;E70;E83.2;E83.2;E832;Disorders of zinc metabolism;111;4-044;3-025;2-072;1-054
4;T;X;04;E70;E83.3;E83.3;E833;Disorders of phosphorus metabolism and phosphatases;111;4-044;3-025;2-072;1-054
4;T;X;04;E70;E83.4;E83.4;E834;Disorders of magnesium metabolism;111;4-044;3-025;2-072;1-054
4;T;X;04;E70;E83.5;E83.5;E835;Disorders of calcium metabolism;111;4-044;3-025;2-072;1-054
4;T;X;04;E70;E83.8;E83.8;E838;Other disorders of mineral metabolism;111;4-044;3-025;2-072;1-054
4;T;X;04;E70;E83.9;E83.9;E839;Disorder of mineral metabolism, unspecified;111;4-044;3-025;2-072;1-054
3;N;X;04;E70;E84.-;E84;E84;Cystic fibrosis;111;4-044;3-025;2-072;1-054
4;T;X;04;E70;E84.0;E84.0;E840;Cystic fibrosis with pulmonary manifestations;111;4-044;3-025;2-072;1-054
4;T;X;04;E70;E84.1;E84.1;E841;Cystic fibrosis with intestinal manifestations;111;4-044;3-025;2-072;1-054
4;T;X;04;E70;E84.8;E84.8;E848;Cystic fibrosis with other manifestations;111;4-044;3-025;2-072;1-054
4;T;X;04;E70;E84.9;E84.9;E849;Cystic fibrosis, unspecified;111;4-044;3-025;2-072;1-054
3;N;X;04;E70;E85.-;E85;E85;Amyloidosis;111;4-044;3-025;2-072;1-054
4;T;X;04;E70;E85.0;E85.0;E850;Non-neuropathic heredofamilial amyloidosis;111;4-044;3-025;2-072;1-054
4;T;X;04;E70;E85.1;E85.1;E851;Neuropathic heredofamilial amyloidosis;111;4-044;3-025;2-072;1-054
4;T;X;04;E70;E85.2;E85.2;E852;Heredofamilial amyloidosis, unspecified;111;4-044;3-025;2-072;1-054
4;T;X;04;E70;E85.3;E85.3;E853;Secondary systemic amyloidosis;111;4-044;3-025;2-072;1-054
4;T;X;04;E70;E85.4;E85.4;E854;Organ-limited amyloidosis;111;4-044;3-025;2-072;1-054
4;T;X;04;E70;E85.8;E85.8;E858;Other amyloidosis;111;4-044;3-025;2-072;1-054
4;T;X;04;E70;E85.9;E85.9;E859;Amyloidosis, unspecified;111;4-044;3-025;2-072;1-054
3;T;X;04;E70;E86;E86;E86;Volume depletion;110;4-044;3-025;2-072;1-054
3;N;X;04;E70;E87.-;E87;E87;Other disorders of fluid, electrolyte and acid-base balance;111;4-044;3-025;2-072;1-054
4;T;X;04;E70;E87.0;E87.0;E870;Hyperosmolality and hypernatraemia;111;4-044;3-025;2-072;1-054
4;T;X;04;E70;E87.1;E87.1;E871;Hypo-osmolality and hyponatraemia;111;4-044;3-025;2-072;1-054
4;T;X;04;E70;E87.2;E87.2;E872;Acidosis;111;4-044;3-025;2-072;1-054
4;T;X;04;E70;E87.3;E87.3;E873;Alkalosis;111;4-044;3-025;2-072;1-054
4;T;X;04;E70;E87.4;E87.4;E874;Mixed disorder of acid-base balance;111;4-044;3-025;2-072;1-054
4;T;X;04;E70;E87.5;E87.5;E875;Hyperkalaemia;111;4-044;3-025;2-072;1-054
4;T;X;04;E70;E87.6;E87.6;E876;Hypokalaemia;111;4-044;3-025;2-072;1-054
4;T;X;04;E70;E87.7;E87.7;E877;Fluid overload;111;4-044;3-025;2-072;1-054
4;T;X;04;E70;E87.8;E87.8;E878;Other disorders of electrolyte and fluid balance, not elsewhere classified;111;4-044;3-025;2-072;1-054
3;N;X;04;E70;E88.-;E88;E88;Other metabolic disorders;111;4-044;3-025;2-072;1-054
4;T;X;04;E70;E88.0;E88.0;E880;Disorders of plasma-protein metabolism, not elsewhere classified;111;4-044;3-025;2-072;1-054
4;T;X;04;E70;E88.1;E88.1;E881;Lipodystrophy, not elsewhere classified;111;4-044;3-025;2-072;1-054
4;T;X;04;E70;E88.2;E88.2;E882;Lipomatosis, not elsewhere classified;111;4-044;3-025;2-072;1-054
4;T;X;04;E70;E88.3;E88.3;E883;Tumour lysis syndrome;111;4-044;3-025;2-072;1-054
4;T;X;04;E70;E88.8;E88.8;E888;Other specified metabolic disorders;111;4-044;3-025;2-072;1-054
4;T;X;04;E70;E88.9;E88.9;E889;Metabolic disorder, unspecified;111;4-044;3-025;2-072;1-054
3;N;X;04;E70;E89.-;E89;E89;Postprocedural endocrine and metabolic disorders, not elsewhere classified;111;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;04;E70;E89.0;E89.0;E890;Postprocedural hypothyroidism;111;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;04;E70;E89.1;E89.1;E891;Postprocedural hypoinsulinaemia;111;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;04;E70;E89.2;E89.2;E892;Postprocedural hypoparathyroidism;111;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;04;E70;E89.3;E89.3;E893;Postprocedural hypopituitarism;111;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;04;E70;E89.4;E89.4;E894;Postprocedural ovarian failure;111;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;04;E70;E89.5;E89.5;E895;Postprocedural testicular hypofunction;111;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;04;E70;E89.6;E89.6;E896;Postprocedural adrenocortical(-medullary) hypofunction;111;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;04;E70;E89.8;E89.8;E898;Other postprocedural endocrine and metabolic disorders;111;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;04;E70;E89.9;E89.9;E899;Postprocedural endocrine and metabolic disorder, unspecified;111;UNDEF;UNDEF;UNDEF;UNDEF
3;T;X;04;E70;E90*;E90;E90;Nutritional and metabolic disorders in diseases classified elsewhere;111;UNDEF;UNDEF;UNDEF;UNDEF
3;N;X;05;F00;F00.-*;F00;F00;Dementia in Alzheimer's disease;112;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;05;F00;F00.0*;F00.0;F000;Dementia in Alzheimer's disease with early onset;112;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;05;F00;F00.1*;F00.1;F001;Dementia in Alzheimer's disease with late onset;112;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;05;F00;F00.2*;F00.2;F002;Dementia in Alzheimer's disease, atypical or mixed type;112;UNDEF;UNDEF;UNDEF;UNDEF
4;T;X;05;F00;F00.9*;F00.9;F009;Dementia in Alzheimer's disease, unspecified;112;UNDEF;UNDEF;UNDEF;UNDEF
3;N;X;05;F00;F01.-;F01;F01;Vascular dementia;112;4-044;3-059;2-072;1-057
4;T;X;05;F00;F01.0;F01.0;F010;Vascular dementia of acute onset;112;4-044;3-059;2-072;1-057
4;T;X;05;F00;F01.1;F01.1;F011;Multi-infarct dementia;112;4-044;3-059;2-072;1-057
4;T;X;05;F00;F01.2;F01.2;F012;Subcortical vascular dementia;112;4-044;3-059;2-072;1-057
4;T;X;05;F00;F01.3;F01.3;F013;Mixed cortical and subcortical vascular dementia;112;4-044;3-059;2-072;1-057
4;T;X;05;F00;F01.8;F01.8;F018;Other vascular dementia;112;4-044;3-059;2-072;1-057
4;T;X;05;F00;F01.9;F01.9;F019;Vascular dementia, unspecified;112;4-044;3-059;2-072;1-057
3;N;X;05;F00;F02.-*;F02;F02;Dementia in other diseases classified elsewhere;112;4-044;3-059;2-072;1-057
4;T;X;05;F00;F02.0*;F02.0;F020;Dementia in Pick's disease;112;4-044;3-059;2-072;1-057
4;T;X;05;F00;F02.1*;F02.1;F021;Dementia in Creutzfeldt-Jakob disease;112;4-044;3-059;2-072;1-057
4;T;X;05;F00;F02.2*;F02.2;F022;Dementia in Huntington's disease;112;4-044;3-059;2-072;1-057
4;T;X;05;F00;F02.3*;F02.3;F023;Dementia in Parkinson's disease;112;4-044;3-059;2-072;1-057
4;T;X;05;F00;F02.4*;F02.4;F024;Dementia in human immunodeficiency virus [HIV] disease;112;4-044;3-059;2-072;1-057
4;T;X;05;F00;F02.8*;F02.8;F028;Dementia in other specified diseases classified elsewhere;112;4-044;3-059;2-072;1-057
3;T;X;05;F00;F03;F03;F03;Unspecified dementia;112;4-044;3-059;2-072;1-057
3;T;X;05;F00;F04;F04;F04;Organic amnesic syndrome, not induced by alcohol and other psychoactive substances;119;4-044;3-059;2-072;1-057
3;N;X;05;F00;F05.-;F05;F05;Delirium, not induced by alcohol and other psychoactive substances;119;4-044;3-059;2-072;1-057
4;T;X;05;F00;F05.0;F05.0;F050;Delirium not superimposed on dementia, so described;119;4-044;3-059;2-072;1-057
4;T;X;05;F00;F05.1;F05.1;F051;Delirium superimposed on dementia;119;4-044;3-059;2-072;1-057
4;T;X;05;F00;F05.8;F05.8;F058;Other delirium;119;4-044;3-059;2-072;1-057
4;T;X;05;F00;F05.9;F05.9;F059;Delirium, unspecified;119;4-044;3-059;2-072;1-057
3;N;X;05;F00;F06.-;F06;F06;Other mental disorders due to brain damage and dysfunction and to physical disease;119;4-044;3-059;2-072;1-057
4;T;X;05;F00;F06.0;F06.0;F060;Organic hallucinosis;119;4-044;3-059;2-072;1-057
4;T;X;05;F00;F06.1;F06.1;F061;Organic catatonic disorder;119;4-044;3-059;2-072;1-057
4;T;X;05;F00;F06.2;F06.2;F062;Organic delusional [schizophrenia-like] disorder;119;4-044;3-059;2-072;1-057
4;T;X;05;F00;F06.3;F06.3;F063;Organic mood [affective] disorders;119;4-044;3-059;2-072;1-057
4;T;X;05;F00;F06.4;F06.4;F064;Organic anxiety disorder;119;4-044;3-059;2-072;1-057
4;T;X;05;F00;F06.5;F06.5;F065;Organic dissociative disorder;119;4-044;3-059;2-072;1-057
4;T;X;05;F00;F06.6;F06.6;F066;Organic emotionally labile [asthenic] disorder;119;4-044;3-059;2-072;1-057
4;T;X;05;F00;F06.7;F06.7;F067;Mild cognitive disorder;119;4-044;3-059;2-072;1-057
4;T;X;05;F00;F06.8;F06.8;F068;Other specified mental disorders due to brain damage and dysfunction and to physical disease;119;4-044;3-059;2-072;1-057
4;T;X;05;F00;F06.9;F06.9;F069;Unspecified mental disorder due to brain damage and dysfunction and to physical disease;119;4-044;3-059;2-072;1-057
3;N;X;05;F00;F07.-;F07;F07;Personality and behavioural disorders due to brain disease, damage and dysfunction;119;4-044;3-059;2-072;1-057
4;T;X;05;F00;F07.0;F07.0;F070;Organic personality disorder;119;4-044;3-059;2-072;1-057
4;T;X;05;F00;F07.1;F07.1;F071;Postencephalitic syndrome;119;4-044;3-059;2-072;1-057
4;T;X;05;F00;F07.2;F07.2;F072;Postconcussional syndrome;119;4-044;3-059;2-072;1-057
4;T;X;05;F00;F07.8;F07.8;F078;Other organic personality and behavioural disorders due to brain disease, damage and dysfunction;119;4-044;3-059;2-072;1-057
4;T;X;05;F00;F07.9;F07.9;F079;Unspecified organic personality and behavioural disorder due to brain disease, damage and dysfunction;119;4-044;3-059;2-072;1-057
3;T;X;05;F00;F09;F09;F09;Unspecified organic or symptomatic mental disorder;119;4-044;3-059;2-072;1-057
3;N;X;05;F10;F10.-;F10;F10;Mental and behavioural disorders due to use of alcohol;113;4-044;3-059;2-048;1-056
4;T;S;05;F10;F10.0;F10.0;F100;Mental and behavioural disorders due to use of alcohol: Acute intoxication;113;4-044;3-059;2-048;1-056
4;T;S;05;F10;F10.1;F10.1;F101;Mental and behavioural disorders due to use of alcohol: Harmful use;113;4-044;3-059;2-048;1-056
4;T;S;05;F10;F10.2;F10.2;F102;Mental and behavioural disorders due to use of alcohol: Dependence syndrome;113;4-044;3-059;2-048;1-056
4;T;S;05;F10;F10.3;F10.3;F103;Mental and behavioural disorders due to use of alcohol: Withdrawal state;113;4-044;3-059;2-048;1-056
4;T;S;05;F10;F10.4;F10.4;F104;Mental and behavioural disorders due to use of alcohol: Withdrawal state with delirium;113;4-044;3-059;2-048;1-056
4;T;S;05;F10;F10.5;F10.5;F105;Mental and behavioural disorders due to use of alcohol: Psychotic disorder;113;4-044;3-059;2-048;1-056
4;T;S;05;F10;F10.6;F10.6;F106;Mental and behavioural disorders due to use of alcohol: Amnesic syndrome;113;4-044;3-059;2-048;1-056
4;T;S;05;F10;F10.7;F10.7;F107;Mental and behavioural disorders due to use of alcohol: Residual and late-onset psychotic disorder;113;4-044;3-059;2-048;1-056
4;T;S;05;F10;F10.8;F10.8;F108;Mental and behavioural disorders due to use of alcohol: Other mental and behavioural disorders;113;4-044;3-059;2-048;1-056
4;T;S;05;F10;F10.9;F10.9;F109;Mental and behavioural disorders due to use of alcohol: Unspecified mental and behavioural disorder;113;4-044;3-059;2-048;1-056
3;N;X;05;F10;F11.-;F11;F11;Mental and behavioural disorders due to use of opioids;114;4-044;3-059;2-048;1-056
4;T;S;05;F10;F11.0;F11.0;F110;Mental and behavioural disorders due to use of opioids: Acute intoxication;114;4-044;3-059;2-048;1-056
4;T;S;05;F10;F11.1;F11.1;F111;Mental and behavioural disorders due to use of opioids: Harmful use;114;4-044;3-059;2-048;1-056
4;T;S;05;F10;F11.2;F11.2;F112;Mental and behavioural disorders due to use of opioids: Dependence syndrome;114;4-044;3-059;2-048;1-056
4;T;S;05;F10;F11.3;F11.3;F113;Mental and behavioural disorders due to use of opioids: Withdrawal state;114;4-044;3-059;2-048;1-056
4;T;S;05;F10;F11.4;F11.4;F114;Mental and behavioural disorders due to use of opioids: Withdrawal state with delirium;114;4-044;3-059;2-048;1-056
4;T;S;05;F10;F11.5;F11.5;F115;Mental and behavioural disorders due to use of opioids: Psychotic disorder;114;4-044;3-059;2-048;1-056
4;T;S;05;F10;F11.6;F11.6;F116;Mental and behavioural disorders due to use of opioids: Amnesic syndrome;114;4-044;3-059;2-048;1-056
4;T;S;05;F10;F11.7;F11.7;F117;Mental and behavioural disorders due to use of opioids: Residual and late-onset psychotic disorder;114;4-044;3-059;2-048;1-056
4;T;S;05;F10;F11.8;F11.8;F118;Mental and behavioural disorders due to use of opioids: Other mental and behavioural disorders;114;4-044;3-059;2-048;1-056
4;T;S;05;F10;F11.9;F11.9;F119;Mental and behavioural disorders due to use of opioids: Unspecified mental and behavioural disorder;114;4-044;3-059;2-048;1-056
3;N;X;05;F10;F12.-;F12;F12;Mental and behavioural disorders due to use of cannabinoids;114;4-044;3-059;2-048;1-056
4;T;S;05;F10;F12.0;F12.0;F120;Mental and behavioural disorders due to use of cannabinoids: Acute intoxication;114;4-044;3-059;2-048;1-056
4;T;S;05;F10;F12.1;F12.1;F121;Mental and behavioural disorders due to use of cannabinoids: Harmful use;114;4-044;3-059;2-048;1-056
4;T;S;05;F10;F12.2;F12.2;F122;Mental and behavioural disorders due to use of cannabinoids: Dependence syndrome;114;4-044;3-059;2-048;1-056
4;T;S;05;F10;F12.3;F12.3;F123;Mental and behavioural disorders due to use of cannabinoids: Withdrawal state;114;4-044;3-059;2-048;1-056
4;T;S;05;F10;F12.4;F12.4;F124;Mental and behavioural disorders due to use of cannabinoids: Withdrawal state with delirium;114;4-044;3-059;2-048;1-056
4;T;S;05;F10;F12.5;F12.5;F125;Mental and behavioural disorders due to use of cannabinoids: Psychotic disorder;114;4-044;3-059;2-048;1-056
4;T;S;05;F10;F12.6;F12.6;F126;Mental and behavioural disorders due to use of cannabinoids: Amnesic syndrome;114;4-044;3-059;2-048;1-056
4;T;S;05;F10;F12.7;F12.7;F127;Mental and behavioural disorders due to use of cannabinoids: Residual and late-onset psychotic disorder;114;4-044;3-059;2-048;1-056
4;T;S;05;F10;F12.8;F12.8;F128;Mental and behavioural disorders due to use of cannabinoids: Other mental and behavioural disorders;114;4-044;3-059;2-048;1-056
4;T;S;05;F10;F12.9;F12.9;F129;Mental and behavioural disorders due to use of cannabinoids: Unspecified mental and behavioural disorder;114;4-044;3-059;2-048;1-056
3;N;X;05;F10;F13.-;F13;F13;Mental and behavioural disorders due to use of sedatives or hypnotics;114;4-044;3-059;2-048;1-056
4;T;S;05;F10;F13.0;F13.0;F130;Mental and behavioural disorders due to use of sedatives or hypnotics: Acute intoxication;114;4-044;3-059;2-048;1-056
4;T;S;05;F10;F13.1;F13.1;F131;Mental and behavioural disorders due to use of sedatives or hypnotics: Harmful use;114;4-044;3-059;2-048;1-056
4;T;S;05;F10;F13.2;F13.2;F132;Mental and behavioural disorders due to use of sedatives or hypnotics: Dependence syndrome;114;4-044;3-059;2-048;1-056
4;T;S;05;F10;F13.3;F13.3;F133;Mental and behavioural disorders due to use of sedatives or hypnotics: Withdrawal state;114;4-044;3-059;2-048;1-056
4;T;S;05;F10;F13.4;F13.4;F134;Mental and behavioural disorders due to use of sedatives or hypnotics: Withdrawal state with delirium;114;4-044;3-059;2-048;1-056
4;T;S;05;F10;F13.5;F13.5;F135;Mental and behavioural disorders due to use of sedatives or hypnotics: Psychotic disorder;114;4-044;3-059;2-048;1-056
4;T;S;05;F10;F13.6;F13.6;F136;Mental and behavioural disorders due to use of sedatives or hypnotics: Amnesic syndrome;114;4-044;3-059;2-048;1-056
4;T;S;05;F10;F13.7;F13.7;F137;Mental and behavioural disorders due to use of sedatives or hypnotics: Residual and late-onset psychotic disorder;114;4-044;3-059;2-048;1-056
4;T;S;05;F10;F13.8;F13.8;F138;Mental and behavioural disorders due to use of sedatives or hypnotics: Other mental and behavioural disorders;114;4-044;3-059;2-048;1-056
4;T;S;05;F10;F13.9;F13.9;F139;Mental and behavioural disorders due to use of sedatives or hypnotics: Unspecified mental and behavioural disorder;114;4-044;3-059;2-048;1-056
3;N;X;05;F10;F14.-;F14;F14;Mental and behavioural disorders due to use of cocaine;114;4-044;3-059;2-048;1-056
4;T;S;05;F10;F14.0;F14.0;F140;Mental and behavioural disorders due to use of cocaine: Acute intoxication;114;4-044;3-059;2-048;1-056
4;T;S;05;F10;F14.1;F14.1;F141;Mental and behavioural disorders due to use of cocaine: Harmful use;114;4-044;3-059;2-048;1-056
4;T;S;05;F10;F14.2;F14.2;F142;Mental and behavioural disorders due to use of cocaine: Dependence syndrome;114;4-044;3-059;2-048;1-056
4;T;S;05;F10;F14.3;F14.3;F143;Mental and behavioural disorders due to use of cocaine: Withdrawal state;114;4-044;3-059;2-048;1-056
4;T;S;05;F10;F14.4;F14.4;F144;Mental and behavioural disorders due to use of cocaine: Withdrawal state with delirium;114;4-044;3-059;2-048;1-056
4;T;S;05;F10;F14.5;F14.5;F145;Mental and behavioural disorders due to use of cocaine: Psychotic disorder;114;4-044;3-059;2-048;1-056
4;T;S;05;F10;F14.6;F14.6;F146;Mental and behavioural disorders due to use of cocaine: Amnesic syndrome;114;4-044;3-059;2-048;1-056
4;T;S;05;F10;F14.7;F14.7;F147;Mental and behavioural disorders due to use of cocaine: Residual and late-onset psychotic disorder;114;4-044;3-059;2-048;1-056
4;T;S;05;F10;F14.8;F14.8;F148;Mental and behavioural disorders due to use of cocaine: Other mental and behavioural disorders;114;4-044;3-059;2-048;1-056
4;T;S;05;F10;F14.9;F14.9;F149;Mental and behavioural disorders due to use of cocaine: Unspecified mental and behavioural disorder;114;4-044;3-059;2-048;1-056
3;N;X;05;F10;F15.-;F15;F15;Mental and behavioural disorders due to use of other stimulants, including caffeine;114;4-044;3-059;2-048;1-056
4;T;S;05;F10;F15.0;F15.0;F150;Mental and behavioural disorders due to use of other stimulants, including caffeine: Acute intoxication;114;4-044;3-059;2-048;1-056
4;T;S;05;F10;F15.1;F15.1;F151;Mental and behavioural disorders due to use of other stimulants, including caffeine: Harmful use;114;4-044;3-059;2-048;1-056
4;T;S;05;F10;F15.2;F15.2;F152;Mental and behavioural disorders due to use of other stimulants, including caffeine: Dependence syndrome;114;4-044;3-059;2-048;1-056
4;T;S;05;F10;F15.3;F15.3;F153;Mental and behavioural disorders due to use of other stimulants, including caffeine: Withdrawal state;114;4-044;3-059;2-048;1-056
4;T;S;05;F10;F15.4;F15.4;F154;Mental and behavioural disorders due to use of other stimulants, including caffeine: Withdrawal state with delirium;114;4-044;3-059;2-048;1-056
4;T;S;05;F10;F15.5;F15.5;F155;Mental and behavioural disorders due to use of other stimulants, including caffeine: Psychotic disorder;114;4-044;3-059;2-048;1-056
4;T;S;05;F10;F15.6;F15.6;F156;Mental and behavioural disorders due to use of other stimulants, including caffeine: Amnesic syndrome;114;4-044;3-059;2-048;1-056
4;T;S;05;F10;F15.7;F15.7;F157;Mental and behavioural disorders due to use of other stimulants, including caffeine: Residual and late-onset psychotic disorder;114;4-044;3-059;2-048;1-056
4;T;S;05;F10;F15.8;F15.8;F158;Mental and behavioural disorders due to use of other stimulants, including caffeine: Other mental and behavioural disorders;114;4-044;3-059;2-048;1-056
4;T;S;05;F10;F15.9;F15.9;F159;Mental and behavioural disorders due to use of other stimulants, including caffeine: Unspecified mental and behavioural disorder;114;4-044;3-059;2-048;1-056
3;N;X;05;F10;F16.-;F16;F16;Mental and behavioural disorders due to use of hallucinogens;114;4-044;3-059;2-048;1-056
